name,status,length
3260973_0011.h5,transfered successed,10716125
3260973_0014.h5,transfered successed,88500
3263538_0007.h5,transfered successed,5728000
3264335_0012.h5,transfered successed,62125
3264335_0015.h5,transfered successed,648875
3264335_0017.h5,transfered successed,704125
3264759_0017.h5,transfered successed,852625
3264759_0026.h5,transfered successed,58750
3264759_0029.h5,transfered successed,201625
3264759_0032.h5,transfered successed,800375
3264759_0035.h5,transfered successed,658250
3264759_0040.h5,transfered successed,7126375
3264759_0052.h5,transfered successed,7696750
3264930_0018.h5,transfered successed,1293750
3264930_0034.h5,transfered successed,648875
3264930_0039.h5,transfered successed,43625
3264930_0051.h5,transfered successed,913500
3264930_0057.h5,transfered successed,1978500
3264930_0065.h5,transfered successed,910625
3264930_0068.h5,transfered successed,2773000
3264930_0072.h5,transfered successed,540875
3264930_0097.h5,transfered successed,1613375
3264930_0103.h5,transfered successed,660625
3264930_0104.h5,transfered successed,148375
3264930_0107.h5,transfered successed,3827625
3264930_0118.h5,transfered successed,2892750
3264930_0130.h5,transfered successed,1168375
3264930_0142.h5,transfered successed,448750
3264930_0165.h5,transfered successed,59625
3264930_0178.h5,transfered successed,693375
3264930_0185.h5,transfered successed,291125
3264930_0188.h5,transfered successed,1101250
3264930_0195.h5,transfered successed,778250
3268018_0024.h5,transfered successed,54250
3268018_0046.h5,transfered successed,2143500
3268018_0049.h5,transfered successed,349875
3268018_0050.h5,transfered successed,603750
3268018_0054.h5,transfered successed,2494000
3269297_0009.h5,transfered successed,55375
3269297_0010.h5,transfered successed,208875
3269297_0012.h5,transfered successed,2902500
3269297_0016.h5,transfered successed,376250
3269297_0018.h5,transfered successed,1166625
3270010_0011.h5,transfered successed,1087500
3270010_0014.h5,transfered successed,1153875
3270010_0017.h5,transfered successed,981500
3270010_0020.h5,transfered successed,927000
3270010_0025.h5,transfered successed,1125625
3276395_0010.h5,transfered successed,705125
3276395_0012.h5,transfered successed,558750
3276395_0015.h5,transfered successed,136125
3276395_0022.h5,transfered successed,4804750
3276395_0024.h5,transfered successed,2434875
3276395_0028.h5,transfered successed,6212750
3276395_0030.h5,transfered successed,682625
3279487_0007.h5,transfered successed,470250
3279487_0010.h5,transfered successed,10254750
3279487_0015.h5,transfered successed,689375
3279487_0016.h5,transfered successed,2770125
3279487_0022.h5,transfered successed,797875
3281580_0009.h5,transfered successed,3703500
3281580_0012.h5,transfered successed,1417750
3281580_0013.h5,transfered successed,192750
3283284_0017.h5,transfered successed,94375
3283284_0018.h5,transfered successed,776375
3283284_0019.h5,transfered successed,6411750
3283284_0020.h5,transfered successed,815875
3283284_0023.h5,transfered successed,3622875
3283284_0024.h5,transfered successed,154000
3286148_0007.h5,transfered successed,10867750
3286148_0010.h5,transfered successed,1301250
3286148_0011.h5,transfered successed,7407875
3286793_0003.h5,transfered successed,296375
3286793_0004.h5,transfered successed,1397625
3286793_0031.h5,transfered successed,6690875
3286793_0071.h5,transfered successed,49875
3286793_0087.h5,transfered successed,3046250
3286801_0015.h5,transfered successed,11097250
3286801_0016.h5,transfered successed,12783875
3289909_0007.h5,transfered successed,2136750
3289943_0006.h5,transfered successed,2803125
3289943_0016.h5,transfered successed,309875
3289943_0018.h5,transfered successed,417375
3289943_0020.h5,transfered successed,8833875
3289943_0022.h5,transfered successed,1253375
3289943_0023.h5,transfered successed,848000
3289943_0024.h5,transfered successed,598875
3290559_0018.h5,transfered successed,2586250
3290559_0040.h5,transfered successed,1473250
3290559_0043.h5,transfered successed,1232500
3293260_0010.h5,transfered successed,596500
3293260_0013.h5,transfered successed,508375
3293260_0024.h5,transfered successed,227125
3293719_0006.h5,transfered successed,183125
3293719_0010.h5,transfered successed,84250
3294894_0004.h5,transfered successed,1452625
3300295_0012.h5,transfered successed,5705750
3300295_0013.h5,transfered successed,262000
3300295_0019.h5,transfered successed,125500
3300295_0025.h5,transfered successed,1392125
3300295_0026.h5,transfered successed,400875
3300956_0004.h5,transfered successed,3492375
3301070_0001.h5,transfered successed,3165000
3302465_0003.h5,transfered successed,95375
3302465_0012.h5,transfered successed,469750
3302465_0024.h5,transfered successed,7586000
3302465_0027.h5,transfered successed,168000
3302465_0030.h5,transfered successed,701250
3302465_0033.h5,transfered successed,281500
3302465_0055.h5,transfered successed,452875
3303937_0016.h5,transfered successed,80500
3303937_0017.h5,transfered successed,1648000
3303937_0018.h5,transfered successed,1130250
3304700_0001.h5,transfered successed,3271500
3304700_0002.h5,transfered successed,4401250
3304700_0013.h5,transfered successed,4937375
3304700_0021.h5,transfered successed,2949000
3305256_0005.h5,transfered successed,315500
3305256_0008.h5,transfered successed,393750
3305256_0012.h5,transfered successed,488625
3305256_0015.h5,transfered successed,105750
3305256_0026.h5,transfered successed,354125
3305256_0027.h5,transfered successed,1122125
3305256_0030.h5,transfered successed,2309625
3305256_0053.h5,transfered successed,976000
3305648_0018.h5,transfered successed,4703625
3305648_0023.h5,transfered successed,5598125
3305648_0027.h5,transfered successed,3116375
3305648_0030.h5,transfered successed,1481875
3305648_0048.h5,transfered successed,1037125
3305648_0055.h5,transfered successed,1244125
3306884_0014.h5,transfered successed,4653875
3306884_0067.h5,transfered successed,6167875
3306884_0081.h5,transfered successed,970125
3307993_0020.h5,transfered successed,9693375
3309118_0009.h5,transfered successed,2100000
3313116_0055.h5,transfered successed,288125
3313116_0069.h5,transfered successed,266625
3313116_0075.h5,transfered successed,547500
3313116_0099.h5,transfered successed,95250
3313116_0111.h5,transfered successed,455875
3313670_0051.h5,transfered successed,94500
3315252_0033.h5,transfered successed,1290000
3315252_0039.h5,transfered successed,6695000
3315252_0045.h5,transfered successed,2233625
3315252_0073.h5,transfered successed,350250
3315252_0078.h5,transfered successed,730375
3315252_0106.h5,transfered successed,2517125
3315252_0131.h5,transfered successed,227375
3315252_0134.h5,transfered successed,1228750
3315252_0137.h5,transfered successed,585250
3315252_0143.h5,transfered successed,665375
3315252_0176.h5,transfered successed,1519500
3315252_0182.h5,transfered successed,188250
3315252_0183.h5,transfered successed,814125
3315252_0186.h5,transfered successed,2321250
3315252_0189.h5,transfered successed,754125
3315252_0202.h5,transfered successed,2179000
3315252_0208.h5,transfered successed,328375
3315252_0211.h5,transfered successed,1078500
3315252_0214.h5,transfered successed,133875
3315252_0220.h5,transfered successed,385625
3315252_0654.h5,transfered successed,358375
3315252_0669.h5,transfered successed,711500
3317900_0012.h5,transfered successed,99375
3317900_0049.h5,transfered successed,348000
3318138_0007.h5,transfered successed,4302750
3321583_0012.h5,transfered successed,454250
3321583_0015.h5,transfered successed,10461750
3321583_0035.h5,transfered successed,1823875
3321976_0014.h5,transfered successed,1488125
3321976_0017.h5,transfered successed,890250
3321976_0020.h5,transfered successed,411625
3321976_0028.h5,transfered successed,981000
3321976_0031.h5,transfered successed,179250
3321976_0034.h5,transfered successed,598500
3321976_0037.h5,transfered successed,440875
3321976_0040.h5,transfered successed,575125
3321976_0043.h5,transfered successed,179000
3321976_0175.h5,transfered successed,126375
3321976_0229.h5,transfered successed,208125
3321976_0253.h5,transfered successed,663125
3321976_0256.h5,transfered successed,104125
3321976_0262.h5,transfered successed,87875
3321976_0268.h5,transfered successed,409625
3321976_0307.h5,transfered successed,111375
3321976_0325.h5,transfered successed,133500
3321976_0328.h5,transfered successed,95250
3323041_0011.h5,transfered successed,7043250
3323061_0017.h5,transfered successed,1180875
3323061_0019.h5,transfered successed,307500
3323061_0022.h5,transfered successed,1943000
3323061_0030.h5,transfered successed,958250
3323061_0032.h5,transfered successed,208250
3323061_0033.h5,transfered successed,6267125
3323061_0053.h5,transfered successed,550875
3323061_0058.h5,transfered successed,182625
3323061_0059.h5,transfered successed,682250
3323079_0018.h5,transfered successed,145875
3328536_0005.h5,transfered successed,661875
3328536_0008.h5,transfered successed,3050375
3328536_0011.h5,transfered successed,1183125
3330724_0006.h5,transfered successed,5479750
3330724_0007.h5,transfered successed,80125
3330724_0014.h5,transfered successed,833125
3332927_0033.h5,transfered successed,432125
3333337_0022.h5,transfered successed,162125
3333337_0023.h5,transfered successed,157375
3333337_0026.h5,transfered successed,1382750
3336032_0014.h5,transfered successed,82750
3336032_0016.h5,transfered successed,1083125
3336032_0028.h5,transfered successed,394250
3336032_0037.h5,transfered successed,982000
3336032_0040.h5,transfered successed,163250
3336032_0043.h5,transfered successed,576875
3336032_0046.h5,transfered successed,395625
3336032_0049.h5,transfered successed,219000
3336032_0052.h5,transfered successed,2733875
3336032_0058.h5,transfered successed,563625
3336032_0061.h5,transfered successed,1587625
3336032_0064.h5,transfered successed,958875
3336032_0070.h5,transfered successed,11167000
3336032_0072.h5,transfered successed,7496000
3336032_0073.h5,transfered successed,300000
3336032_0085.h5,transfered successed,895000
3336032_0089.h5,transfered successed,151625
3336032_0093.h5,transfered successed,156625
3336032_0102.h5,transfered successed,1675375
3336642_0004.h5,transfered successed,681625
3336642_0009.h5,transfered successed,3356000
3337498_0010.h5,transfered successed,3595750
3337498_0023.h5,transfered successed,1322750
3340868_0013.h5,transfered successed,912750
3340868_0020.h5,transfered successed,93250
3340868_0021.h5,transfered successed,642750
3340868_0024.h5,transfered successed,2656000
3340868_0027.h5,transfered successed,651500
3340868_0030.h5,transfered successed,5508000
3340868_0032.h5,transfered successed,3963875
3340868_0035.h5,transfered successed,3229625
3340868_0038.h5,transfered successed,2982500
3341707_0001.h5,transfered successed,1981125
3341707_0008.h5,transfered successed,1838250
3341707_0011.h5,transfered successed,2385250
3341707_0013.h5,transfered successed,93375
3341707_0015.h5,transfered successed,2465750
3341707_0017.h5,transfered successed,411875
3341707_0022.h5,transfered successed,139250
3341707_0030.h5,transfered successed,2592500
3341778_0013.h5,transfered successed,117625
3341778_0016.h5,transfered successed,95250
3341778_0017.h5,transfered successed,288375
3341778_0056.h5,transfered successed,154625
3341778_0065.h5,transfered successed,168500
3341778_0080.h5,transfered successed,118000
3341778_0101.h5,transfered successed,110875
3347353_0013.h5,transfered successed,725875
3351675_0002.h5,transfered successed,76000
3351675_0023.h5,transfered successed,181250
3351675_0035.h5,transfered successed,76375
3351675_0040.h5,transfered successed,770625
3351675_0046.h5,transfered successed,349375
3351675_0049.h5,transfered successed,1960375
3351883_0007.h5,transfered successed,611875
3351883_0010.h5,transfered successed,19499750
3353800_0001.h5,transfered successed,826750
3353800_0003.h5,transfered successed,580500
3353803_0022.h5,transfered successed,439875
3353803_0026.h5,transfered successed,376875
3353803_0028.h5,transfered successed,712500
3353803_0038.h5,transfered successed,559125
3360218_0017.h5,transfered successed,510125
3360218_0021.h5,transfered successed,447375
3360218_0026.h5,transfered successed,5568250
3363366_0005.h5,transfered successed,370375
3363366_0009.h5,transfered successed,148000
3363366_0010.h5,transfered successed,106875
3363366_0015.h5,transfered successed,1424250
3363366_0018.h5,transfered successed,1299750
3363366_0020.h5,transfered successed,4353625
3363366_0027.h5,transfered successed,1925875
3363366_0033.h5,transfered successed,845375
3364057_0003.h5,transfered successed,3353375
3367214_0009.h5,transfered successed,809000
3367214_0012.h5,transfered successed,208250
3367214_0015.h5,transfered successed,785500
3367214_0018.h5,transfered successed,216625
3367214_0021.h5,transfered successed,110875
3369169_0059.h5,transfered successed,58750
3369169_0074.h5,transfered successed,43875
3369169_0080.h5,transfered successed,49500
3369169_0142.h5,transfered successed,163000
3369169_0145.h5,transfered successed,119000
3369169_0197.h5,transfered successed,133250
3369169_0206.h5,transfered successed,36375
3369169_0224.h5,transfered successed,513500
3369169_0230.h5,transfered successed,81500
3369169_0257.h5,transfered successed,118500
3369169_0260.h5,transfered successed,394250
3369169_0299.h5,transfered successed,81000
3369169_0305.h5,transfered successed,185500
3369169_0323.h5,transfered successed,357875
3369169_0326.h5,transfered successed,245500
3369169_0402.h5,transfered successed,44875
3369169_0459.h5,transfered successed,888125
3369169_0462.h5,transfered successed,88750
3369169_0468.h5,transfered successed,111125
3369169_0477.h5,transfered successed,50500
3369169_0527.h5,transfered successed,174250
3369169_0540.h5,transfered successed,133250
3369169_0567.h5,transfered successed,51250
3369169_0579.h5,transfered successed,51125
3369169_0582.h5,transfered successed,117750
3369169_0622.h5,transfered successed,77250
3369169_0625.h5,transfered successed,125500
3369169_0670.h5,transfered successed,140500
3369169_0682.h5,transfered successed,246000
3369169_0718.h5,transfered successed,73625
3369169_0742.h5,transfered successed,94375
3369169_0745.h5,transfered successed,282625
3369169_0751.h5,transfered successed,141500
3369169_0760.h5,transfered successed,126125
3369169_0793.h5,transfered successed,66250
3369169_0796.h5,transfered successed,72500
3369169_0861.h5,transfered successed,110750
3369169_1048.h5,transfered successed,35750
3369169_1072.h5,transfered successed,155875
3369169_1078.h5,transfered successed,133625
3369169_1157.h5,transfered successed,50875
3369169_1178.h5,transfered successed,65125
3369169_1187.h5,transfered successed,89125
3369169_1196.h5,transfered successed,58500
3369169_1199.h5,transfered successed,36625
3369169_1208.h5,transfered successed,312875
3373529_0005.h5,transfered successed,20418625
3373623_0001.h5,transfered successed,1979875
3373623_0017.h5,transfered successed,268875
3373623_0033.h5,transfered successed,752500
3373623_0039.h5,transfered successed,1266250
3373837_0003.h5,transfered successed,6802500
3373837_0005.h5,transfered successed,3207250
3374023_0096.h5,transfered successed,71750
3375004_0011.h5,transfered successed,44000
3375004_0014.h5,transfered successed,88500
3375004_0020.h5,transfered successed,118625
3375004_0023.h5,transfered successed,206875
3375004_0026.h5,transfered successed,126250
3375004_0032.h5,transfered successed,64625
3375004_0035.h5,transfered successed,88875
3375004_0042.h5,transfered successed,163125
3375004_0057.h5,transfered successed,87875
3375004_0066.h5,transfered successed,155500
3375004_0075.h5,transfered successed,51875
3375004_0078.h5,transfered successed,65500
3375004_0084.h5,transfered successed,50750
3375004_0087.h5,transfered successed,59750
3375004_0090.h5,transfered successed,133250
3375004_0099.h5,transfered successed,125625
3375004_0108.h5,transfered successed,185875
3375004_0117.h5,transfered successed,36500
3375004_0123.h5,transfered successed,58250
3375004_0129.h5,transfered successed,88375
3375004_0132.h5,transfered successed,58500
3375004_0135.h5,transfered successed,96000
3375004_0138.h5,transfered successed,44250
3375004_0153.h5,transfered successed,110875
3375004_0162.h5,transfered successed,72500
3375004_0165.h5,transfered successed,118750
3375004_0171.h5,transfered successed,81875
3375004_0174.h5,transfered successed,50750
3375004_0180.h5,transfered successed,45375
3375004_0186.h5,transfered successed,36625
3375004_0195.h5,transfered successed,96250
3375004_0198.h5,transfered successed,51750
3375004_0204.h5,transfered successed,178625
3375004_0207.h5,transfered successed,261750
3375004_0213.h5,transfered successed,119500
3375004_0216.h5,transfered successed,66375
3375004_0219.h5,transfered successed,215125
3375004_0231.h5,transfered successed,103625
3375004_0240.h5,transfered successed,184875
3375004_0243.h5,transfered successed,36125
3375004_0258.h5,transfered successed,50375
3375004_0276.h5,transfered successed,43750
3375004_0279.h5,transfered successed,95000
3375004_0294.h5,transfered successed,57125
3375004_0306.h5,transfered successed,73125
3375004_0315.h5,transfered successed,65250
3375004_0318.h5,transfered successed,133000
3375004_0321.h5,transfered successed,42250
3375004_0324.h5,transfered successed,96125
3375004_0327.h5,transfered successed,109250
3375004_0333.h5,transfered successed,86625
3375004_0336.h5,transfered successed,37125
3375004_0339.h5,transfered successed,237250
3375004_0342.h5,transfered successed,36750
3375004_0345.h5,transfered successed,139875
3375004_0351.h5,transfered successed,101000
3375004_0354.h5,transfered successed,162875
3375004_0357.h5,transfered successed,58375
3375004_0360.h5,transfered successed,80000
3375004_0366.h5,transfered successed,36750
3375004_0369.h5,transfered successed,72375
3375004_0372.h5,transfered successed,98000
3375004_0378.h5,transfered successed,229125
3375004_0384.h5,transfered successed,73500
3375004_0387.h5,transfered successed,36125
3375004_0390.h5,transfered successed,51375
3375004_0396.h5,transfered successed,65125
3375004_0402.h5,transfered successed,73125
3375004_0417.h5,transfered successed,66875
3375004_0420.h5,transfered successed,51125
3375004_0423.h5,transfered successed,133625
3375004_0429.h5,transfered successed,133125
3375004_0432.h5,transfered successed,58875
3375004_0435.h5,transfered successed,43875
3375004_0450.h5,transfered successed,206500
3375025_0040.h5,transfered successed,1143000
3375025_0043.h5,transfered successed,95500
3375025_0046.h5,transfered successed,749250
3375025_0058.h5,transfered successed,703250
3375025_0061.h5,transfered successed,410500
3375025_0064.h5,transfered successed,230625
3375025_0067.h5,transfered successed,111625
3375025_0070.h5,transfered successed,131750
3375025_0073.h5,transfered successed,216875
3375025_0076.h5,transfered successed,620000
3375025_0079.h5,transfered successed,881375
3375025_0082.h5,transfered successed,358000
3375025_0085.h5,transfered successed,321500
3375025_0088.h5,transfered successed,832625
3375025_0091.h5,transfered successed,238625
3375025_0094.h5,transfered successed,80125
3375025_0097.h5,transfered successed,861125
3375025_0100.h5,transfered successed,43625
3375025_0103.h5,transfered successed,73375
3375025_0106.h5,transfered successed,568250
3375025_0109.h5,transfered successed,89000
3375025_0112.h5,transfered successed,245125
3375025_0121.h5,transfered successed,96750
3375025_0124.h5,transfered successed,74500
3375025_0127.h5,transfered successed,232875
3375025_0130.h5,transfered successed,139500
3375025_0133.h5,transfered successed,362625
3375025_0134.h5,transfered successed,198375
3375025_0137.h5,transfered successed,88625
3375025_0140.h5,transfered successed,43375
3375025_0143.h5,transfered successed,337125
3375025_0146.h5,transfered successed,43750
3375025_0197.h5,transfered successed,850125
3375025_0203.h5,transfered successed,36625
3375025_0206.h5,transfered successed,140750
3375025_0209.h5,transfered successed,170250
3375025_0212.h5,transfered successed,797750
3375025_0218.h5,transfered successed,290625
3375025_0221.h5,transfered successed,74000
3375025_0224.h5,transfered successed,82375
3375025_0227.h5,transfered successed,216500
3375025_0230.h5,transfered successed,57500
3375025_0233.h5,transfered successed,74000
3375025_0236.h5,transfered successed,171500
3375025_0239.h5,transfered successed,335750
3375025_0242.h5,transfered successed,148625
3375025_0251.h5,transfered successed,980375
3375025_0257.h5,transfered successed,37875
3375025_0266.h5,transfered successed,43000
3375025_0269.h5,transfered successed,485000
3375025_0272.h5,transfered successed,170125
3375025_0275.h5,transfered successed,44125
3375025_0278.h5,transfered successed,37500
3375025_0281.h5,transfered successed,221500
3375025_0284.h5,transfered successed,620500
3375025_0287.h5,transfered successed,208500
3375025_0290.h5,transfered successed,126250
3375025_0293.h5,transfered successed,51500
3375025_0296.h5,transfered successed,73125
3375025_0299.h5,transfered successed,52250
3375025_0302.h5,transfered successed,149000
3375025_0305.h5,transfered successed,164125
3375025_0308.h5,transfered successed,290875
3375025_0311.h5,transfered successed,81250
3375025_0314.h5,transfered successed,223250
3375025_0317.h5,transfered successed,58250
3377083_0008.h5,transfered successed,119750
3377083_0016.h5,transfered successed,186750
3377083_0020.h5,transfered successed,4771750
3377083_0025.h5,transfered successed,2689625
3377083_0029.h5,transfered successed,6901750
3379130_0045.h5,transfered successed,1487125
3379130_0048.h5,transfered successed,297500
3379548_0001.h5,transfered successed,146125
3379548_0003.h5,transfered successed,1628125
3379548_0005.h5,transfered successed,43500
3379548_0012.h5,transfered successed,1045625
3379548_0016.h5,transfered successed,2636250
3379548_0020.h5,transfered successed,645250
3379548_0023.h5,transfered successed,1964375
3379548_0027.h5,transfered successed,2618625
3379548_0029.h5,transfered successed,4897875
3379548_0031.h5,transfered successed,5356000
3380563_0068.h5,transfered successed,804125
3380563_0071.h5,transfered successed,2397875
3380563_0074.h5,transfered successed,497625
3382294_0036.h5,transfered successed,4491875
3382294_0038.h5,transfered successed,4689875
3382294_0041.h5,transfered successed,1256000
3382294_0049.h5,transfered successed,348000
3382294_0066.h5,transfered successed,967125
3383515_0004.h5,transfered successed,928625
3383515_0005.h5,transfered successed,590500
3383515_0021.h5,transfered successed,1385125
3384293_0053.h5,transfered successed,78500
3384293_0056.h5,transfered successed,37250
3384293_0059.h5,transfered successed,72500
3384293_0062.h5,transfered successed,373500
3384293_0065.h5,transfered successed,58875
3384293_0068.h5,transfered successed,36375
3384293_0071.h5,transfered successed,387250
3384293_0074.h5,transfered successed,73125
3384293_0086.h5,transfered successed,268875
3384293_0089.h5,transfered successed,57000
3384293_0092.h5,transfered successed,121250
3384293_0098.h5,transfered successed,328125
3384293_0107.h5,transfered successed,36000
3384293_0110.h5,transfered successed,74125
3384293_0113.h5,transfered successed,191875
3384293_0127.h5,transfered successed,133625
3384293_0130.h5,transfered successed,81250
3384293_0136.h5,transfered successed,274500
3384293_0139.h5,transfered successed,150250
3384293_0142.h5,transfered successed,86750
3384293_0145.h5,transfered successed,58500
3384293_0148.h5,transfered successed,103500
3384293_0151.h5,transfered successed,118500
3384293_0154.h5,transfered successed,118750
3384293_0163.h5,transfered successed,88250
3384293_0166.h5,transfered successed,66375
3384293_0169.h5,transfered successed,57625
3384293_0175.h5,transfered successed,417375
3384293_0178.h5,transfered successed,103125
3384293_0181.h5,transfered successed,216500
3384293_0184.h5,transfered successed,68750
3384491_0012.h5,transfered successed,123875
3385437_0007.h5,transfered successed,56625
3385437_0014.h5,transfered successed,1562000
3385437_0017.h5,transfered successed,577250
3385437_0021.h5,transfered successed,2089000
3385437_0023.h5,transfered successed,2920250
3385437_0028.h5,transfered successed,3717000
3385437_0032.h5,transfered successed,3958000
3385437_0034.h5,transfered successed,2291500
3385437_0036.h5,transfered successed,1128875
3385437_0039.h5,transfered successed,3962500
3385437_0042.h5,transfered successed,1114375
3385437_0043.h5,transfered successed,1392625
3385437_0046.h5,transfered successed,265125
3385437_0048.h5,transfered successed,442750
3385437_0063.h5,transfered successed,531375
3385437_0066.h5,transfered successed,344000
3385437_0082.h5,transfered successed,581875
3385437_0085.h5,transfered successed,1356750
3385437_0097.h5,transfered successed,426250
3385437_0100.h5,transfered successed,2866625
3385437_0101.h5,transfered successed,56250
3385568_0005.h5,transfered successed,972875
3385568_0010.h5,transfered successed,3150750
3386526_0010.h5,transfered successed,18834125
3386526_0022.h5,transfered successed,326125
3389070_0023.h5,transfered successed,920250
3389070_0043.h5,transfered successed,1856750
3389265_0007.h5,transfered successed,232375
3389590_0001.h5,transfered successed,178000
3391249_0015.h5,transfered successed,159375
3391249_0016.h5,transfered successed,45875
3402291_0013.h5,transfered successed,153875
3402291_0031.h5,transfered successed,685625
3402291_0037.h5,transfered successed,887125
3402577_0012.h5,transfered successed,2183750
3403716_0009.h5,transfered successed,1031375
3403716_0010.h5,transfered successed,2748375
3410210_0021.h5,transfered successed,1285625
3410210_0022.h5,transfered successed,257750
3410210_0026.h5,transfered successed,677500
3410210_0028.h5,transfered successed,4236500
3412463_0001.h5,transfered successed,2011625
3412463_0007.h5,transfered successed,131250
3412463_0010.h5,transfered successed,2485125
3412463_0013.h5,transfered successed,2361500
3412765_0010.h5,transfered successed,2716125
3412765_0012.h5,transfered successed,6741125
3412765_0016.h5,transfered successed,1230875
3412765_0019.h5,transfered successed,608625
3412765_0022.h5,transfered successed,1126000
3412765_0024.h5,transfered successed,363500
3414013_0007.h5,transfered successed,1291625
3414013_0011.h5,transfered successed,1126625
3414013_0012.h5,transfered successed,1943625
3414787_0010.h5,transfered successed,158125
3414787_0034.h5,transfered successed,2709750
3414787_0045.h5,transfered successed,532250
3414787_0054.h5,transfered successed,2115250
3416686_0012.h5,transfered successed,2172500
3416686_0015.h5,transfered successed,8591625
3416686_0018.h5,transfered successed,2856375
3421682_0022.h5,transfered successed,1808125
3421682_0024.h5,transfered successed,2045875
3421682_0042.h5,transfered successed,702125
3421682_0045.h5,transfered successed,77625
3421682_0069.h5,transfered successed,77125
3423439_0001.h5,transfered successed,2671250
3423439_0007.h5,transfered successed,710750
3423439_0010.h5,transfered successed,847250
3430409_0004.h5,transfered successed,3877000
3432609_0016.h5,transfered successed,95000
3432609_0019.h5,transfered successed,155000
3432609_0031.h5,transfered successed,200000
3432609_0032.h5,transfered successed,187375
3432609_0035.h5,transfered successed,175250
3432609_0045.h5,transfered successed,111500
3432609_0060.h5,transfered successed,244500
3432609_0069.h5,transfered successed,215875
3432609_0081.h5,transfered successed,231125
3432609_0096.h5,transfered successed,320000
3432609_0102.h5,transfered successed,139750
3432609_0105.h5,transfered successed,103750
3432609_0111.h5,transfered successed,110125
3432609_0114.h5,transfered successed,141500
3432609_0120.h5,transfered successed,88250
3432609_0129.h5,transfered successed,258000
3432609_0138.h5,transfered successed,86500
3432609_0141.h5,transfered successed,163750
3432609_0144.h5,transfered successed,83500
3432609_0148.h5,transfered successed,139250
3432609_0154.h5,transfered successed,80375
3432609_0157.h5,transfered successed,88125
3432609_0162.h5,transfered successed,103750
3432609_0165.h5,transfered successed,104125
3432609_0168.h5,transfered successed,117750
3432609_0174.h5,transfered successed,171625
3432609_0180.h5,transfered successed,178750
3432609_0184.h5,transfered successed,80500
3432609_0187.h5,transfered successed,169625
3432609_0190.h5,transfered successed,163875
3432609_0205.h5,transfered successed,253875
3432609_0208.h5,transfered successed,148375
3432609_0247.h5,transfered successed,125625
3432609_0256.h5,transfered successed,148625
3432609_0259.h5,transfered successed,95375
3432609_0278.h5,transfered successed,140375
3432609_0281.h5,transfered successed,214250
3432609_0302.h5,transfered successed,208375
3434241_0020.h5,transfered successed,1829375
3437147_0017.h5,transfered successed,852750
3437147_0024.h5,transfered successed,1577750
3438966_0049.h5,transfered successed,857440
3440517_0026.h5,transfered successed,262000
3440517_0032.h5,transfered successed,735625
3440517_0047.h5,transfered successed,334000
3440517_0050.h5,transfered successed,165500
3440517_0053.h5,transfered successed,897000
3440517_0056.h5,transfered successed,322250
3440517_0059.h5,transfered successed,299000
3440517_0062.h5,transfered successed,912500
3440517_0066.h5,transfered successed,706125
3440517_0076.h5,transfered successed,307500
3440517_0082.h5,transfered successed,565750
3440517_0093.h5,transfered successed,486375
3440517_0096.h5,transfered successed,695250
3440517_0099.h5,transfered successed,374000
3440517_0102.h5,transfered successed,994750
3440517_0149.h5,transfered successed,544250
3440517_0168.h5,transfered successed,155750
3440517_0171.h5,transfered successed,81500
3440517_0177.h5,transfered successed,418625
3440517_0180.h5,transfered successed,544875
3440517_0189.h5,transfered successed,755750
3440517_0198.h5,transfered successed,268125
3440517_0201.h5,transfered successed,322375
3440517_0246.h5,transfered successed,275500
3440517_0253.h5,transfered successed,84500
3440517_0272.h5,transfered successed,207750
3440517_0287.h5,transfered successed,119000
3440517_0293.h5,transfered successed,603750
3440517_0296.h5,transfered successed,178625
3440517_0299.h5,transfered successed,454875
3440517_0302.h5,transfered successed,95500
3440517_0311.h5,transfered successed,96625
3440517_0332.h5,transfered successed,164500
3440517_0338.h5,transfered successed,96500
3440517_0344.h5,transfered successed,611500
3440517_0347.h5,transfered successed,102875
3440517_0360.h5,transfered successed,357375
3440517_0363.h5,transfered successed,237625
3440517_0366.h5,transfered successed,140875
3440517_0372.h5,transfered successed,215625
3440517_0378.h5,transfered successed,163125
3440517_0381.h5,transfered successed,118000
3440517_0387.h5,transfered successed,81625
3440517_0390.h5,transfered successed,193000
3440517_0393.h5,transfered successed,147250
3440517_0399.h5,transfered successed,170625
3440517_0414.h5,transfered successed,88625
3440517_0421.h5,transfered successed,90000
3440517_0427.h5,transfered successed,88375
3445241_0003.h5,transfered successed,2556375
3445241_0005.h5,transfered successed,323875
3445241_0014.h5,transfered successed,941125
3445241_0019.h5,transfered successed,1058250
3445241_0024.h5,transfered successed,495500
3445241_0027.h5,transfered successed,1011625
3445375_0010.h5,transfered successed,1350250
3445375_0012.h5,transfered successed,2281750
3445375_0015.h5,transfered successed,3429000
3445375_0018.h5,transfered successed,905750
3445375_0021.h5,transfered successed,501375
3445375_0024.h5,transfered successed,1144000
3447838_0015.h5,transfered successed,1229000
3447838_0023.h5,transfered successed,2431250
3452636_0006.h5,transfered successed,2662000
3452636_0007.h5,transfered successed,57625
3452636_0008.h5,transfered successed,192500
3452636_0011.h5,transfered successed,6335500
3453806_0018.h5,transfered successed,390875
3453955_0005.h5,transfered successed,1368750
3453955_0006.h5,transfered successed,3483625
3453955_0012.h5,transfered successed,18860000
